timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1686089736674,2413,Get Sell Request,200,OK,Sell Resources Thread Group 1-77,text,true,,7475,973,200,200,http://localhost:8080/api/sells,2413,0,0
1686089737610,1495,Get Sell Request,200,OK,Sell Resources Thread Group 1-38,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1495,0,0
1686089737603,1508,Get Sell Request,200,OK,Sell Resources Thread Group 1-76,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1507,0,0
1686089737616,1507,Get Sell Request,200,OK,Sell Resources Thread Group 1-150,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1506,0,0
1686089737629,1525,Get Sell Request,200,OK,Sell Resources Thread Group 1-127,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1525,0,0
1686089737635,1539,Get Sell Request,200,OK,Sell Resources Thread Group 1-126,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1538,0,0
1686089737652,1551,Get Sell Request,200,OK,Sell Resources Thread Group 1-148,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1551,0,0
1686089737685,1525,Get Sell Request,200,OK,Sell Resources Thread Group 1-29,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1525,0,0
1686089737771,1466,Get Sell Request,200,OK,Sell Resources Thread Group 1-14,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1466,0,0
1686089737731,1509,Get Sell Request,200,OK,Sell Resources Thread Group 1-128,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1509,0,0
1686089737760,1494,Get Sell Request,200,OK,Sell Resources Thread Group 1-24,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1494,0,0
1686089737797,1462,Get Sell Request,200,OK,Sell Resources Thread Group 1-49,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1462,0,0
1686089737785,1477,Get Sell Request,200,OK,Sell Resources Thread Group 1-79,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1477,0,0
1686089737803,1468,Get Sell Request,200,OK,Sell Resources Thread Group 1-130,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1467,0,0
1686089737809,1474,Get Sell Request,200,OK,Sell Resources Thread Group 1-55,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1473,0,0
1686089737814,1483,Get Sell Request,200,OK,Sell Resources Thread Group 1-131,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1483,0,0
1686089737816,1500,Get Sell Request,200,OK,Sell Resources Thread Group 1-9,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1499,0,0
1686089737821,1499,Get Sell Request,200,OK,Sell Resources Thread Group 1-80,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1498,0,0
1686089737821,1548,Get Sell Request,200,OK,Sell Resources Thread Group 1-78,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1548,0,0
1686089737856,1521,Get Sell Request,200,OK,Sell Resources Thread Group 1-30,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1520,0,0
1686089737824,1574,Get Sell Request,200,OK,Sell Resources Thread Group 1-129,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1573,0,0
1686089737831,1574,Get Sell Request,200,OK,Sell Resources Thread Group 1-67,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1573,0,0
1686089737833,1600,Get Sell Request,200,OK,Sell Resources Thread Group 1-132,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1599,0,0
1686089737829,1624,Get Sell Request,200,OK,Sell Resources Thread Group 1-133,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1623,0,0
1686089738850,633,Get Sell Request,200,OK,Sell Resources Thread Group 1-175,text,true,,7475,973,200,200,http://localhost:8080/api/sells,632,0,0
1686089737856,1638,Get Sell Request,200,OK,Sell Resources Thread Group 1-81,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1637,0,0
1686089737992,1530,Get Sell Request,200,OK,Sell Resources Thread Group 1-136,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1529,0,0
1686089737946,1592,Get Sell Request,200,OK,Sell Resources Thread Group 1-18,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1591,0,0
1686089738063,1503,Get Sell Request,200,OK,Sell Resources Thread Group 1-82,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1502,0,0
1686089738055,1552,Get Sell Request,200,OK,Sell Resources Thread Group 1-134,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1551,0,0
1686089738214,1401,Get Sell Request,200,OK,Sell Resources Thread Group 1-137,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1400,0,0
1686089738118,1503,Get Sell Request,200,OK,Sell Resources Thread Group 1-60,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1502,0,0
1686089738169,1465,Get Sell Request,200,OK,Sell Resources Thread Group 1-58,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1464,0,0
1686089738220,1425,Get Sell Request,200,OK,Sell Resources Thread Group 1-52,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1424,0,0
1686089738188,1459,Get Sell Request,200,OK,Sell Resources Thread Group 1-135,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1459,0,0
1686089738240,1424,Get Sell Request,200,OK,Sell Resources Thread Group 1-59,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1423,0,0
1686089738245,1429,Get Sell Request,200,OK,Sell Resources Thread Group 1-4,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1428,0,0
1686089738251,1444,Get Sell Request,200,OK,Sell Resources Thread Group 1-85,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1443,0,0
1686089738284,1443,Get Sell Request,200,OK,Sell Resources Thread Group 1-31,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1443,0,0
1686089738290,1461,Get Sell Request,200,OK,Sell Resources Thread Group 1-86,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1460,0,0
1686089738297,1463,Get Sell Request,200,OK,Sell Resources Thread Group 1-141,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1463,0,0
1686089738284,1482,Get Sell Request,200,OK,Sell Resources Thread Group 1-138,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1481,0,0
1686089738297,1476,Get Sell Request,200,OK,Sell Resources Thread Group 1-84,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1475,0,0
1686089738376,1415,Get Sell Request,200,OK,Sell Resources Thread Group 1-10,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1415,0,0
1686089738384,1421,Get Sell Request,200,OK,Sell Resources Thread Group 1-88,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1421,0,0
1686089738310,1497,Get Sell Request,200,OK,Sell Resources Thread Group 1-51,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1497,0,0
1686089738376,1439,Get Sell Request,200,OK,Sell Resources Thread Group 1-87,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1439,0,0
1686089738391,1441,Get Sell Request,200,OK,Sell Resources Thread Group 1-143,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1440,0,0
1686089738391,1463,Get Sell Request,200,OK,Sell Resources Thread Group 1-32,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1462,0,0
1686089738394,1475,Get Sell Request,200,OK,Sell Resources Thread Group 1-53,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1475,0,0
1686089738402,1489,Get Sell Request,200,OK,Sell Resources Thread Group 1-63,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1488,0,0
1686089738403,1490,Get Sell Request,200,OK,Sell Resources Thread Group 1-144,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1490,0,0
1686089738406,1492,Get Sell Request,200,OK,Sell Resources Thread Group 1-28,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1492,0,0
1686089738411,1509,Get Sell Request,200,OK,Sell Resources Thread Group 1-89,text,true,,7475,973,200,200,http://localhost:8080/api/sells,1509,0,0
